pose,timestamp
Unknown Pose,2024-05-19 00:01:14
Unknown Pose,2024-05-19 00:01:14
Unknown Pose,2024-05-19 00:01:14
Unknown Pose,2024-05-19 00:01:14
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:15
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:16
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:17
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:18
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:19
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:20
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:21
Unknown Pose,2024-05-19 00:01:22
Unknown Pose,2024-05-19 00:01:22
Unknown Pose,2024-05-19 00:01:22
